LOCATION,Country,TL,Territory level,GEO,Geography,VAR,Variable,TIME,Time,Value,Flag Codes,Flags
USA,United States,FUA,Functional Urban Area,USA88F,Fayette,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2017,2017,28149,,
USA,United States,FUA,Functional Urban Area,USA88F,Fayette,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2018,2018,28530,,
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,2001,91499,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,2002,88647,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,2003,93172,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,2004,101225,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,2005,100014,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,2006,104078,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,2007,111938,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,2008,104639,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,2009,98992,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,2010,112935,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,2011,123764,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,2012,121057,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,2013,119079,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,2014,109675,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,2015,109720,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,2016,103954,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,2017,111127,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA114F,Nueces,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,2018,119163,D,Difference in methodology
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,2001,50482,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,2002,51589,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,2003,53377,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,2004,55373,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,2005,56008,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,2006,57345,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,2007,58340,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,2008,57115,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,2009,57552,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,2010,58217,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,2011,60460,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,2012,61120,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,2013,59750,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,2014,62247,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,2015,64233,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,2016,63849,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,2017,65412,,
USA,United States,FUA,Functional Urban Area,USA55F,Douglas (NE),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,2018,66086,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2001,2001,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2002,2002,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2003,2003,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2004,2004,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2005,2005,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2006,2006,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2007,2007,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2008,2008,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2009,2009,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2010,2010,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2011,2011,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2012,2012,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2013,2013,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2014,2014,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2015,2015,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2016,2016,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2017,2017,0.1,,
USA,United States,FUA,Functional Urban Area,USA122F,Winnebago (IL),GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2018,2018,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2001,2001,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2002,2002,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2003,2003,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2004,2004,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2005,2005,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2006,2006,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2007,2007,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2008,2008,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2009,2009,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2010,2010,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2011,2011,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2012,2012,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2013,2013,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2014,2014,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2015,2015,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2016,2016,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2017,2017,0.1,,
USA,United States,FUA,Functional Urban Area,USA116F,Allen,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2018,2018,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2001,2001,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2002,2002,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2003,2003,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2004,2004,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2005,2005,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2006,2006,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2007,2007,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2008,2008,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2009,2009,0.2,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2010,2010,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2011,2011,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2012,2012,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2013,2013,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2014,2014,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2015,2015,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2016,2016,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2017,2017,0.1,,
USA,United States,FUA,Functional Urban Area,USA67F,San Joaquin,GDP_SH_NAT,GDP of the metropolitan area as a share of the national GDP,2018,2018,0.1,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,2001,27540,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,2002,29318,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,2003,30868,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,2004,33232,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,2005,33558,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,2006,34165,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,2007,34597,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,2008,32579,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,2009,31197,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,2010,30790,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,2011,30230,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,2012,30275,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,2013,30227,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,2014,30712,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,2015,31127,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,2016,31764,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,2017,32100,,
USA,United States,FUA,Functional Urban Area,USA90F,Volusia-Daytona Beach,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,2018,32444,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2001,2001,206073,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2002,2002,206232,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2003,2003,207732,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2004,2004,206749,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2005,2005,208351,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2006,2006,209389,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2007,2007,209353,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2008,2008,208847,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2009,2009,202960,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2010,2010,204966,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2011,2011,209622,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2012,2012,210507,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2013,2013,210299,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2014,2014,213186,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2015,2015,215612,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2016,2016,216646,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2017,2017,218135,,
USA,United States,FUA,Functional Urban Area,USA124F,Vanderburgh,EMP_IND_TOTAL,Employment at place of work,2018,2018,220649,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2001,2001,100009,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2002,2002,100000,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2003,2003,103791,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2004,2004,108653,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2005,2005,111640,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2006,2006,115793,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2007,2007,117646,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2008,2008,121409,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2009,2009,115358,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2010,2010,117529,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2011,2011,120627,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2012,2012,122224,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2013,2013,122621,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2014,2014,126083,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2015,2015,134269,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2016,2016,140394,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2017,2017,145431,,
USA,United States,FUA,Functional Urban Area,USA20F,Portland,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2018,2018,152159,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,2001,42320,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,2002,43419,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,2003,43684,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,2004,44871,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,2005,44421,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,2006,43750,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,2007,44865,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,2008,43625,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,2009,42607,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,2010,41741,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,2011,41043,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,2012,40938,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,2013,40409,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,2014,40984,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,2015,41602,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,2016,42624,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,2017,43401,,
USA,United States,FUA,Functional Urban Area,USA119F,Tallahassee,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,2018,43114,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2001,2001,42260,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2002,2002,43897,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2003,2003,45029,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2004,2004,46897,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2005,2005,47662,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2006,2006,49355,,
USA,United States,FUA,Functional Urban Area,USA53F,Providence,GDP_REAL_PPP,"GDP (Million USD, constant prices, constant PPP, base year 2015)",2007,2007,48033,,
