Country,Geography,VAR,Variable,TIME,Value
United States,Richmond (Greater),EMP_IND_TOTAL,Employment at place of work,2014,720550
United States,Richmond (Greater),EMP_IND_TOTAL,Employment at place of work,2015,743926
United States,Richmond (Greater),EMP_IND_TOTAL,Employment at place of work,2016,763385
United States,Richmond (Greater),EMP_IND_TOTAL,Employment at place of work,2017,778797
United States,Richmond (Greater),EMP_IND_TOTAL,Employment at place of work,2018,791520
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,116885
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,121894
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,124036
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,126250
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,128014
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,127666
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,127915
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,125729
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,128628
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,130956
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,132786
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,134402
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,134315
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,135571
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,138540
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,137889
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,137029
United States,Chicago,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,139769
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2001,204473
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2002,198342
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2003,200990
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2004,205899
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2005,212085
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2006,216913
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2007,220398
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2008,217761
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2009,210705
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2010,209441
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2011,211131
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2012,210402
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2013,211730
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2014,217288
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2015,219430
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2016,223614
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2017,227669
United States,Tallahassee,EMP_IND_TOTAL,Employment at place of work,2018,235294
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2001,109886
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2002,110389
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2003,111187
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2004,113516
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2005,115750
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2006,119615
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2007,125287
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2008,125428
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2009,120454
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2010,118654
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2011,120203
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2012,122056
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2013,124434
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2014,127313
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2015,131263
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2016,134720
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2017,137929
United States,Weber,EMP_IND_TOTAL,Employment at place of work,2018,141503
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,59983
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,58410
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,58796
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,58389
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,60176
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,59271
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,59361
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,58373
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,57301
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,57983
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,58784
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,59814
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,60961
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,61274
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,63908
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,65030
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,64953
United States,Richmond (Greater),GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,65478
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,42423
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,42807
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,43731
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,44985
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,47451
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,48814
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,48828
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,47300
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,46634
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,46991
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,47107
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,47960
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,47705
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,49119
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,50396
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,51779
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,53123
United States,Chatham,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,52944
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,37973
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,37648
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,39089
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,37922
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,38920
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,38926
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,39995
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,40113
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,37839
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,38508
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,37925
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,38718
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,38079
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,37970
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,38004
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,39139
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,39985
United States,Pima,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,40466
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2001,70451
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2002,75405
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2003,80706
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2004,90437
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2005,97208
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2006,102177
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2007,102802
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2008,99991
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2009,95484
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2010,95319
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2011,97624
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2012,99366
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2013,101266
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2014,105304
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2015,109631
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2016,113614
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2017,118391
United States,St. Lucie,EMP_IND_TOTAL,Employment at place of work,2018,124405
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2001,40287
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2002,39094
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2003,41874
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2004,45325
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2005,44885
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2006,46624
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2007,50345
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2008,48021
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2009,44851
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2010,49320
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2011,54019
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2012,53852
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2013,52848
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2014,48703
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2015,47687
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2016,45230
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2017,48141
United States,Nueces,GDP_PC_REAL_PPP,"GDP per capita (USD, constant prices, constant PPP, base year 2015)",2018,51791
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,59828
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,64360
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,67069
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,70973
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,69194
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,69875
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,71194
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,68291
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,68733
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,73202
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,71214
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,70643
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,70380
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,70527
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,71401
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,71913
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,73097
United States,Volusia-Daytona Beach,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,73636
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2001,5043160
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2002,5092386
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2003,5155461
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2004,5280186
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2005,5395660
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2006,5496797
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2007,5601642
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2008,5615475
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2009,5539705
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2010,5554777
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2011,5654488
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2012,5735230
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2013,5818268
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2014,5892748
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2015,6018591
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2016,6134634
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2017,6219498
United States,Washington (Greater),EMP_IND_TOTAL,Employment at place of work,2018,6331466
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,80521
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,83631
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,85016
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,86764
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,85468
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,85563
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,86138
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,86464
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,89249
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,88624
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,88055
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,87081
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,87049
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,86947
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,89907
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,91027
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,92127
United States,Escambia,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,91079
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2001,182728
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2002,181399
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2003,180131
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2004,182466
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2005,185264
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2006,188321
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2007,190888
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2008,195363
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2009,195660
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2010,195360
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2011,199336
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2012,202652
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2013,207549
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2014,211455
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2015,214682
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2016,219852
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2017,224517
United States,Lubbock,EMP_IND_TOTAL,Employment at place of work,2018,227548
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,109504
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,113210
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,115049
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,105840
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,104922
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,112932
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,111235
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,108080
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,113953
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,116069
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,111979
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,113807
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,120774
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,118661
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,122217
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,121633
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,123312
United States,Monterey,GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,123984
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2001,97359
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2002,102454
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2003,105017
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2004,108187
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2005,109116
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2006,108271
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2007,107089
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2008,104201
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2009,105994
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2010,109520
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2011,105300
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2012,102857
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2013,104378
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2014,104994
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2015,109559
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2016,111105
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2017,112258
United States,Miami (Greater),GDP_PW_REAL_PPP,"Labour productivity (GDP per worker in USD, constant prices, constant PPP, base year 2015)",2018,114349
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2001,332345
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2002,329737
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2003,327408
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2004,330174
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2005,330955
United States,Hampden,EMP_IND_TOTAL,Employment at place of work,2006,331269
